gid,role,role_score,cluster_id,priority_score,evidence,rank,role_secondary,flags,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,truncated,p_forward,seed_payers,seed_upstream,seed_kzt_in,seed_share,key_links,pagerank,betweenness,fast_in_share,lag_median_days,sync_payers_max,n_return_cycles,repeated_routes,split_days,anomaly,c_role,c_seed,c_volume,c_network,c_patterns
100000001311175100,terminal,0.481,11,0.2586,"4-е колено, исходящие не выгружены; модель: P(сток)=0.64; получил 300 тыс ₸ от 1 плательщика",804,,обрыв_4_колена,4,False,1,0,300000.0,0.0,1,0,0.0,True,0.36285,0,1,96.2233,0.000321,0,0.000532,0.0,0.0,,1,0,0,0,False,0.2886,0.0,0.3382,0.403,0.0
100000003134474100,terminal,0.707,4,0.2579,"Получил 116 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",805,,,3,False,1,0,116000.0,0.0,1,0,0.0,False,0.0,0,3,138.661997,0.001195,1,0.000289,0.0,0.0,,1,0,0,0,False,0.4242,0.2211,0.1588,0.0723,0.0
100000007034089100,terminal,0.516,2,0.2577,"4-е колено, исходящие не выгружены; модель: P(сток)=0.65; получил 198 тыс ₸ от 2 плательщиков",806,,обрыв_4_колена,4,False,2,0,198000.0,0.0,2,0,0.0,True,0.348507,0,2,33.249401,0.000168,2,0.000321,0.0,0.0,,2,0,0,0,False,0.3096,0.1395,0.2598,0.2747,0.0
100000002306369100,peripheral,0.589,1,0.2576,"Получил 73 тыс ₸ от 1 плательщика, отдал 261 тыс ₸ 6 получ., пропуск 357%; пороги ролей не достигнуты",807,,всплеск_активности,1,False,1,6,73166.0,260900.0,1,9,3.565864,False,1.0,1,1,73166.0,0.280437,6,0.000299,7e-05,0.0,17.0,1,0,0,1,False,0.0589,0.1878,0.3118,0.6417,0.0
100000008417029100,terminal,0.7,2,0.2575,"Получил 100 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",808,,,3,False,1,0,100000.0,0.0,1,0,0.0,False,0.0,0,2,548.51076,0.005485,0,0.000307,0.0,0.0,,1,0,0,0,False,0.42,0.1395,0.1308,0.2244,0.0
100000002242455100,terminal,0.438,4,0.2573,"4-е колено, исходящие не выгружены; модель: P(сток)=0.62; получил 110 тыс ₸ от 1 плательщика; к узлу ведут цепочки переводов от 3 seed",809,,обрыв_4_колена,4,False,1,0,110000.0,0.0,1,0,0.0,True,0.378979,0,3,131.489825,0.001195,0,0.000532,0.0,0.0,,1,0,0,0,False,0.2628,0.2211,0.1488,0.4052,0.0
100000000703894100,peripheral,0.684,26,0.2572,"Получил 120 тыс ₸ от 1 плательщика, отдал 35 тыс ₸ 1 получ., пропуск 29%; пороги ролей не достигнуты",810,,,1,False,1,1,120000.0,35000.0,1,1,0.291667,False,1.0,1,1,120000.0,1.0,0,0.000477,1e-06,0.0,,1,0,0,0,False,0.0684,0.2345,0.1652,0.7533,0.0
100000007311010100,peripheral,0.7,5,0.2571,"Получил 64 тыс ₸ от 2 плательщиков, отдал 20 тыс ₸ 1 получ., пропуск 31%; пороги ролей не достигнуты",811,,,1,False,2,1,64480.0,20000.0,2,1,0.310174,False,1.0,1,4,41944.922522,0.650511,2,0.000309,2.4e-05,0.0,,1,0,0,0,False,0.07,0.4142,0.048,0.6666,0.0
100000004976946100,terminal,0.471,35,0.2569,"4-е колено, исходящие не выгружены; модель: P(сток)=0.63; получил 246 тыс ₸ от 1 плательщика",812,,обрыв_4_колена,4,False,1,0,246000.0,0.0,1,0,0.0,True,0.367673,0,2,1.133703,5e-06,0,0.000319,0.0,0.0,,1,0,0,0,False,0.2826,0.1395,0.3007,0.2698,0.0
100000008714412100,terminal,0.726,15,0.2567,"Получил 169 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",813,,,3,False,1,0,169000.0,0.0,1,0,0.0,False,0.0,0,1,136.18951,0.000806,0,0.000312,0.0,0.0,,1,0,0,0,False,0.4356,0.0,0.2299,0.2427,0.0
100000004386331100,peripheral,0.78,17,0.2566,"Получил 20 тыс ₸ от 1 плательщика, отдал 18 тыс ₸ 2 получ., пропуск 88%; пороги ролей не достигнуты",814,,возвратные_циклы,3,False,1,2,20000.0,17500.0,1,2,0.875,False,1.0,0,2,11108.791595,0.55544,0,0.000513,2e-05,0.0,,1,1,0,0,False,0.078,0.1494,0.0,0.8149,0.25
100000003190207100,peripheral,0.585,7,0.2564,"Получил 5 тыс ₸ от 1 плательщика, отдал 377 тыс ₸ 1 получ., пропуск 7540%; пороги ролей не достигнуты",815,,,3,False,1,1,5000.0,377000.0,1,8,75.4,False,1.0,0,2,422.100856,0.00112,0,0.000299,2.1e-05,1.0,2.0,1,0,0,1,False,0.0585,0.1395,0.3813,0.6074,0.0
100000001445848100,peripheral,0.553,14,0.2562,"Получил 546 тыс ₸ от 1 плательщика, отдал 352 тыс ₸ 1 получ., пропуск 64%; пороги ролей не достигнуты",816,,возвратные_циклы,3,False,1,1,546000.0,351850.0,13,14,0.644414,False,1.0,0,1,1750.597766,0.003206,0,0.000702,0.0,0.257326,2.0,1,1,0,2,False,0.0553,0.0,0.4512,0.4555,0.25
100000002435265100,terminal,0.714,1,0.2561,"Получил 133 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",817,,,3,False,1,0,132628.0,0.0,3,0,0.0,False,0.0,0,2,112.261987,0.000846,1,0.000293,0.0,0.0,,1,0,0,0,False,0.4284,0.1395,0.1841,0.1288,0.0
100000004420041100,peripheral,0.537,17,0.256,"Получил 70 тыс ₸ от 1 плательщика, отдал 652 тыс ₸ 7 получ., пропуск 936%; пороги ролей не достигнуты",818,,,3,False,1,7,69638.0,651830.0,1,11,9.360263,False,1.0,0,1,463.197415,0.000711,2,0.0003,0.000154,0.0,,1,0,0,0,False,0.0537,0.0,0.4846,0.6633,0.0
100000004450649100,peripheral,0.643,4,0.2559,"Получил 193 тыс ₸ от 2 плательщиков, отдал 47 тыс ₸ 2 получ., пропуск 24%; пороги ролей не достигнуты",819,,,3,False,2,2,192528.0,46527.0,2,2,0.241664,False,1.0,0,3,550.976515,0.002862,3,0.000299,0.000139,0.0,4.0,1,0,0,0,False,0.0643,0.2211,0.2545,0.6532,0.0
100000005904580100,terminal,0.758,17,0.2557,"Получил 72 тыс ₸ от 2 плательщиков, исходящих нет (исходящие наблюдаемы)",820,,,2,False,2,0,72000.0,0.0,2,0,0.0,False,0.0,0,1,11675.162371,0.162155,0,0.000523,0.0,0.0,,2,0,0,0,False,0.4548,0.0146,0.0688,0.3939,0.0
100000004659919100,peripheral,0.692,44,0.2556,"Получил 110 тыс ₸ от 1 плательщика, отдал 39 тыс ₸ 1 получ., пропуск 35%; пороги ролей не достигнуты",821,,,3,False,1,1,110000.0,39000.0,2,1,0.354545,False,1.0,0,2,4782.608696,0.043478,0,0.000725,2.4e-05,0.0,14.0,1,0,0,0,False,0.0692,0.1395,0.1488,0.8917,0.0
100000008343874100,peripheral,0.609,9,0.2555,"Получил 284 тыс ₸ от 2 плательщиков, отдал 176 тыс ₸ 2 получ., пропуск 62%; пороги ролей не достигнуты",822,,,3,False,2,2,283535.0,176400.0,2,5,0.622145,False,1.0,0,2,902.870172,0.003184,2,0.000308,3.9e-05,0.35269,2.0,1,0,0,1,False,0.0609,0.1395,0.3275,0.6697,0.0
100000003242795100,terminal,0.705,4,0.2545,"Получил 111 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",823,,,3,False,1,0,111000.0,0.0,1,0,0.0,False,0.0,0,3,132.685187,0.001195,1,0.000289,0.0,0.0,,1,0,0,0,False,0.423,0.2211,0.1505,0.0669,0.0
100000000967918100,terminal,0.7,1,0.2543,"Получил 21 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",824,,,2,False,1,0,21200.0,0.0,3,0,0.0,False,0.0,0,2,2364.167505,0.111517,1,0.000479,0.0,0.0,,1,0,0,0,False,0.42,0.1395,0.0,0.3812,0.0
100000001439416100,peripheral,0.657,20,0.254,"Получил 10 тыс ₸ от 1 плательщика, отдал 165 тыс ₸ 2 получ., пропуск 1650%; пороги ролей не достигнуты",825,,возвратные_циклы,3,False,1,2,10000.0,165000.0,1,3,16.5,False,1.0,0,1,213.994897,0.001297,0,0.000341,2e-05,0.0,18.0,1,1,0,0,False,0.0657,0.0,0.2253,0.7235,0.25
100000006689603100,terminal,0.53,9,0.2539,"4-е колено, исходящие не выгружены; модель: P(сток)=0.69; получил 400 тыс ₸ от 1 плательщика",826,,обрыв_4_колена,4,False,1,0,400000.0,0.0,2,0,0.0,True,0.311646,0,1,17.119243,4.3e-05,1,0.000312,0.0,0.0,,1,0,0,0,False,0.318,0.0,0.3925,0.2456,0.0
100000002528544100,terminal,0.733,9,0.2535,"Получил 193 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",827,,,3,False,1,0,192912.0,0.0,1,0,0.0,False,0.0,0,1,416.053133,0.002157,1,0.000299,0.0,0.0,,1,0,0,0,False,0.4398,0.0,0.2548,0.1837,0.0
100000003321895100,peripheral,0.551,3,0.2531,"Получил 24 тыс ₸ от 1 плательщика, отдал 554 тыс ₸ 2 получ., пропуск 2308%; пороги ролей не достигнуты",828,,,3,False,1,2,24000.0,553830.0,1,3,23.07625,False,1.0,0,1,784.520943,0.001417,0,0.000311,4e-05,0.0,11.0,1,0,0,0,False,0.0551,0.0,0.4539,0.6855,0.0
100000004508696100,peripheral,0.691,41,0.2518,"Получил 7 тыс ₸ от 1 плательщика, отдал 111 тыс ₸ 3 получ., пропуск 1586%; пороги ролей не достигнуты",829,,возвратные_циклы,3,False,1,3,7000.0,111000.0,1,4,15.857143,False,1.0,0,1,1524.881071,0.013738,0,0.000423,3.9e-05,1.0,0.0,1,1,0,0,False,0.0691,0.0,0.1505,0.8043,0.25
100000002769809100,terminal,0.706,18,0.2514,"Получил 113 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",830,,,3,False,1,0,113422.0,0.0,1,0,0.0,False,0.0,0,1,1351.881821,0.011919,0,0.000378,0.0,0.0,,1,0,0,0,False,0.4236,0.0,0.1546,0.3379,0.0
100000003760160100,terminal,0.702,4,0.2507,"Получил 104 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",831,,,3,False,1,0,104470.0,0.0,1,0,0.0,False,0.0,0,3,124.879472,0.001195,1,0.000289,0.0,0.0,,1,0,0,0,False,0.4212,0.2211,0.1391,0.0645,0.0
100000000640800100,peripheral,0.557,9,0.2503,"Получил 80 тыс ₸ от 1 плательщика, отдал 518 тыс ₸ 4 получ., пропуск 648%; пороги ролей не достигнуты",832,,,3,False,1,4,80000.0,518135.0,1,6,6.476688,False,1.0,0,1,133.698139,0.000258,2,0.000303,0.000145,0.2014,6.0,1,0,0,0,False,0.0557,0.0,0.4413,0.6855,0.0
100000005745873100,terminal,0.468,35,0.25,"4-е колено, исходящие не выгружены; модель: P(сток)=0.63; получил 223 тыс ₸ от 1 плательщика",833,,обрыв_4_колена,4,False,1,0,223000.0,0.0,1,0,0.0,True,0.367721,0,2,1.027706,5e-06,0,0.000316,0.0,0.0,,1,0,0,0,False,0.2808,0.1395,0.2822,0.2598,0.0
100000002194320100,terminal,0.475,14,0.2499,"4-е колено, исходящие не выгружены; модель: P(сток)=0.63; получил 275 тыс ₸ от 1 плательщика",834,,обрыв_4_колена,4,False,1,0,275000.0,0.0,1,0,0.0,True,0.367065,0,1,311.915147,0.001134,0,0.000487,0.0,0.0,,1,0,0,0,False,0.285,0.0,0.3218,0.3837,0.0
100000001837130100,terminal,0.727,10,0.2497,"Получил 173 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",835,,,3,False,1,0,172900.0,0.0,1,0,0.0,False,0.0,0,1,838.558188,0.00485,1,0.000301,0.0,0.0,,1,0,0,0,False,0.4362,0.0,0.2342,0.1973,0.0
100000002969048100,terminal,0.704,8,0.2497,"Получил 108 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",836,,,2,False,1,0,108470.0,0.0,1,0,0.0,False,0.0,0,1,26033.494227,0.240006,1,0.000306,0.0,0.0,,1,0,0,0,False,0.4224,0.0903,0.1462,0.2218,0.0
100000005893892100,terminal,0.701,4,0.2495,"Получил 103 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",837,,,3,False,1,0,102780.0,0.0,1,0,0.0,False,0.0,0,3,122.859311,0.001195,1,0.000289,0.0,0.0,,1,0,0,0,False,0.4206,0.2211,0.136,0.0636,0.0
100000008306857100,terminal,0.711,11,0.2493,"Получил 125 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",838,,,3,False,1,0,125000.0,0.0,1,0,0.0,False,0.0,0,2,40.093041,0.000321,1,0.000292,0.0,0.0,,1,0,0,0,False,0.4266,0.1395,0.1729,0.1101,0.0
100000003988112100,peripheral,0.707,16,0.2489,"Получил 92 тыс ₸ от 1 плательщика, отдал 64 тыс ₸ 1 получ., пропуск 70%; пороги ролей не достигнуты",839,,возвратные_циклы,2,False,1,1,92000.0,64000.0,2,5,0.695652,False,1.0,0,3,32515.622017,0.353431,0,0.000505,0.0,0.478261,1.0,1,1,0,2,False,0.0707,0.3323,0.1151,0.3895,0.25
100000001934935100,terminal,0.709,1,0.2484,"Получил 119 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",840,,,3,False,1,0,118935.0,0.0,1,0,0.0,False,0.0,0,2,100.671648,0.000846,1,0.000292,0.0,0.0,,1,0,0,0,False,0.4254,0.1395,0.1636,0.1199,0.0
100000008596924100,terminal,0.7,8,0.2482,"Получил 100 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",841,,,3,False,1,0,100000.0,0.0,1,0,0.0,False,0.0,0,1,3789.57474,0.037896,0,0.000416,0.0,0.0,,1,0,0,0,False,0.42,0.0,0.1308,0.3592,0.0
100000001427082100,peripheral,0.62,28,0.248,"Получил 5 тыс ₸ от 1 плательщика, отдал 125 тыс ₸ 5 получ., пропуск 2498%; пороги ролей не достигнуты",842,,,3,False,1,5,5000.0,124900.0,1,6,24.98,False,1.0,0,2,1075.252202,0.008609,0,0.000439,7.8e-05,0.0,3.0,1,0,0,0,False,0.062,0.1395,0.1728,0.8323,0.0
100000007357489100,terminal,0.531,2,0.2477,"4-е колено, исходящие не выгружены; модель: P(сток)=0.68; получил 164 тыс ₸ от 2 плательщиков",843,,обрыв_4_колена,4,False,2,0,164500.0,0.0,2,0,0.0,True,0.322227,0,2,49.704663,0.000302,2,0.000313,0.0,0.0,,2,0,0,0,False,0.3186,0.1395,0.2248,0.2478,0.0
100000005505655100,peripheral,0.7,30,0.2476,"Получил 33 тыс ₸ от 2 плательщиков, отдал 20 тыс ₸ 1 получ., пропуск 60%; пороги ролей не достигнуты",844,,возвратные_циклы,1,False,2,1,33070.0,20000.0,2,1,0.604778,False,1.0,1,2,13452.647963,0.406793,1,0.000322,0.000269,0.0,3.0,1,1,0,0,False,0.07,0.1675,0.0,0.7567,0.25
100000003647799100,terminal,0.7,4,0.2473,"Получил 100 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",845,,,3,False,1,0,100000.0,0.0,1,0,0.0,False,0.0,0,3,119.536204,0.001195,1,0.000289,0.0,0.0,,1,0,0,0,False,0.42,0.2211,0.1308,0.0596,0.0
100000004676985100,transit,0.687,1,0.2472,"Пропуск 84%: получил 32 тыс ₸ от 1 плательщика, отдал 27 тыс ₸ 1 получ.",846,,,3,False,1,1,32260.0,27102.0,1,1,0.840112,False,1.0,0,2,27.306238,0.000846,1,0.000287,1.9e-05,0.0,3.0,1,0,0,0,False,0.3779,0.1395,0.0,0.4264,0.0
100000003071649100,terminal,0.732,2,0.2471,"Получил 190 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",847,,,3,False,1,0,189500.0,0.0,1,0,0.0,False,0.0,0,1,238.910549,0.001261,1,0.000295,0.0,0.0,,1,0,0,0,False,0.4392,0.0,0.2515,0.1537,0.0
100000005316708100,peripheral,0.618,8,0.2465,"Получил 90 тыс ₸ от 1 плательщика, отдал 258 тыс ₸ 2 получ., пропуск 286%; пороги ролей не достигнуты",848,,,1,False,1,2,90000.0,257500.0,1,4,2.861111,False,1.0,1,1,90000.0,0.349515,2,0.000298,1e-06,0.0,,1,0,0,1,False,0.0618,0.2074,0.3093,0.5516,0.0
100000007472293100,peripheral,0.592,2,0.2465,"Получил 5 тыс ₸ от 1 плательщика, отдал 346 тыс ₸ 3 получ., пропуск 6918%; пороги ролей не достигнуты",849,,,3,False,1,3,5000.0,345900.0,1,3,69.18,False,1.0,0,3,26.349846,7.6e-05,1,0.000286,4.8e-05,0.0,4.0,1,0,0,0,False,0.0592,0.2211,0.365,0.4644,0.0
100000008097580100,terminal,0.758,1,0.2462,"Получил 32 тыс ₸ от 2 плательщиков, исходящих нет (исходящие наблюдаемы)",850,,,3,False,2,0,32000.0,0.0,4,0,0.0,False,0.0,0,1,310.522269,0.009704,1,0.000675,0.0,0.0,,1,0,0,0,False,0.4548,0.0,0.0,0.4526,0.0
100000001893287100,peripheral,0.663,8,0.2455,"Получил 18 тыс ₸ от 1 плательщика, отдал 153 тыс ₸ 1 получ., пропуск 848%; пороги ролей не достигнуты",851,,возвратные_циклы;дробление,3,False,1,1,18000.0,152700.0,3,14,8.483333,False,1.0,0,1,1477.323225,0.009675,0,0.000618,0.0,1.0,0.0,1,1,0,3,False,0.0663,0.0,0.2107,0.4448,0.5
100000004652395100,peripheral,0.443,1,0.2453,4-е колено (обход оборван): 5 поступл. на 102 тыс ₸ от 3 плательщиков; P(передаёт дальше)=0.48 — порогов ролей не достигает,852,,синхронный_сбор;аномалия_колена;обрыв_4_колена,4,False,3,0,101528.0,0.0,5,0,0.0,True,0.479559,0,3,162.959639,0.001605,3,0.000336,0.0,0.0,,3,0,0,0,True,0.0443,0.2211,0.1337,0.2958,0.5
100000005628518100,terminal,0.7,18,0.2448,"Получил 77 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",853,,,3,False,1,0,77000.0,0.0,3,0,0.0,False,0.0,0,1,492.335664,0.006394,0,0.000533,0.0,0.0,,1,0,0,0,False,0.42,0.0,0.0815,0.4061,0.0
100000005767403100,peripheral,0.387,22,0.2447,4-е колено (обход оборван): 2 поступл. на 1.1 млн ₸ от 1 плательщика; P(передаёт дальше)=0.45 — порогов ролей не достигает,854,,обрыв_4_колена,4,False,1,0,1100000.0,0.0,2,0,0.0,True,0.451095,0,1,11799.833449,0.010727,0,0.001082,0.0,0.0,,1,0,0,0,False,0.0387,0.0156,0.5834,0.4782,0.0
100000004388983100,transit,0.715,43,0.2442,"Признаки передачи средств seed: вход неполон; переправил 451 тыс ₸ 2 получ., 57% — одному",855,,всплеск_активности;дробление;seed,0,True,0,2,0.0,450816.0,0,23,,False,1.0,0,0,0.0,1.0,0,0.000286,0.0,0.0,,0,0,0,5,False,0.3932,0.0,0.415,0.0002,0.25
100000002596039100,terminal,0.582,9,0.2435,"4-е колено, исходящие не выгружены; модель: P(сток)=0.77; получил 280 тыс ₸ от 1 плательщика",856,,обрыв_4_колена,4,False,1,0,280000.0,0.0,1,0,0.0,True,0.225284,0,1,11.98347,4.3e-05,1,0.000304,0.0,0.0,,1,0,0,0,False,0.3492,0.0,0.3252,0.2153,0.0
100000008595687100,peripheral,0.738,3,0.2434,"Получил 64 тыс ₸ от 1 плательщика, отдал 10 тыс ₸ 1 получ., пропуск 16%; пороги ролей не достигнуты",857,,возвратные_циклы,3,False,1,1,64395.0,10400.0,1,1,0.161503,False,1.0,0,2,671.784036,0.010432,2,0.000305,0.000301,0.161503,1.0,1,2,0,0,False,0.0738,0.1395,0.0478,0.6995,0.25
100000002612809100,peripheral,0.689,38,0.2426,"Получил 30 тыс ₸ от 1 плательщика, отдал 114 тыс ₸ 3 получ., пропуск 380%; пороги ролей не достигнуты",858,,возвратные_циклы,3,False,1,3,30000.0,114000.0,2,4,3.8,False,1.0,0,1,7578.034682,0.066474,0,0.000428,2e-06,0.0,3.0,1,1,0,0,False,0.0689,0.0,0.1556,0.7476,0.25
100000000724540100,peripheral,0.7,2,0.2424,"Получил 50 тыс ₸ от 1 плательщика, отдал 100 тыс ₸ 1 получ., пропуск 200%; пороги ролей не достигнуты",859,,,2,False,1,1,50000.0,100000.0,1,1,2.0,False,1.0,0,4,6362.441092,0.063624,0,0.00031,2e-05,0.0,,1,0,0,0,False,0.07,0.2789,0.1308,0.6548,0.0
100000004644615100,peripheral,0.584,11,0.2423,"Получил 51 тыс ₸ от 1 плательщика, отдал 380 тыс ₸ 2 получ., пропуск 747%; пороги ролей не достигнуты",860,,,3,False,1,2,50810.0,379665.0,1,14,7.47225,False,1.0,0,1,250.325927,0.000659,0,0.000374,1e-06,0.342452,6.0,1,0,0,1,False,0.0584,0.0,0.3826,0.714,0.0
100000008760098100,peripheral,0.582,2,0.2423,"Получил 7 тыс ₸ от 1 плательщика, отдал 390 тыс ₸ 1 получ., пропуск 5571%; пороги ролей не достигнуты",861,,,3,False,1,1,7000.0,390000.0,1,1,55.714286,False,1.0,0,3,36.889784,9.5e-05,1,0.000287,7e-06,0.0,4.0,1,0,0,0,False,0.0582,0.2211,0.3877,0.4128,0.0
100000001363952100,peripheral,0.641,9,0.2419,"Получил 197 тыс ₸ от 2 плательщиков, отдал 91 тыс ₸ 1 получ., пропуск 46%; пороги ролей не достигнуты",862,,,1,False,2,1,196655.0,91000.0,2,2,0.462739,False,1.0,1,1,69160.456759,0.351684,2,0.000307,1.9e-05,0.05085,0.0,1,0,0,0,False,0.0641,0.1825,0.2585,0.6223,0.0
100000003073635100,terminal,0.713,1,0.2418,"Получил 129 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",863,,,3,False,1,0,129231.0,0.0,1,0,0.0,False,0.0,0,1,859.580476,0.006652,1,0.000312,0.0,0.0,,1,0,0,0,False,0.4278,0.0,0.1792,0.2435,0.0
100000001688676100,terminal,0.715,18,0.2415,"Получил 134 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",864,,,3,False,1,0,133700.0,0.0,1,0,0.0,False,0.0,0,1,991.810158,0.007418,1,0.000308,0.0,0.0,,1,0,0,0,False,0.429,0.0,0.1856,0.2309,0.0
100000003271151100,terminal,0.712,1,0.2405,"Получил 127 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",865,,,3,False,1,0,127294.0,0.0,1,0,0.0,False,0.0,0,1,846.696513,0.006652,1,0.000311,0.0,0.0,,1,0,0,0,False,0.4272,0.0,0.1764,0.2415,0.0
100000003448713100,terminal,0.58,9,0.2403,"4-е колено, исходящие не выгружены; модель: P(сток)=0.77; получил 267 тыс ₸ от 1 плательщика",866,,обрыв_4_колена,4,False,1,0,266750.0,0.0,1,0,0.0,True,0.225739,0,1,11.416395,4.3e-05,1,0.000303,0.0,0.0,,1,0,0,0,False,0.348,0.0,0.316,0.2122,0.0
100000007745062100,terminal,0.436,17,0.2402,"4-е колено, исходящие не выгружены; модель: P(сток)=0.62; получил 100 тыс ₸ от 1 плательщика",867,,обрыв_4_колена,4,False,1,0,100000.0,0.0,1,0,0.0,True,0.377007,0,2,5554.395798,0.055544,0,0.000625,0.0,0.0,,1,0,0,0,False,0.2616,0.1395,0.1308,0.4457,0.0
100000008571243100,terminal,0.715,15,0.2401,"Получил 134 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",868,,,3,False,1,0,134000.0,0.0,1,0,0.0,False,0.0,0,1,107.984582,0.000806,0,0.000306,0.0,0.0,,1,0,0,0,False,0.429,0.0,0.1861,0.2224,0.0
100000002934441100,terminal,0.758,1,0.2398,"Получил 61 тыс ₸ от 2 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы)",869,,,1,False,2,0,60845.6,0.0,2,0,0.0,False,0.0,1,1,36087.396969,0.593098,2,0.000302,0.0,0.0,,2,0,0,0,False,0.4548,0.1211,0.0371,0.2064,0.0
100000002214383100,terminal,0.467,19,0.2397,"4-е колено, исходящие не выгружены; модель: P(сток)=0.63; получил 213 тыс ₸ от 1 плательщика",870,,обрыв_4_колена,4,False,1,0,213000.0,0.0,1,0,0.0,True,0.366725,0,1,11.429532,5.4e-05,0,0.000531,0.0,0.0,,1,0,0,0,False,0.2802,0.0,0.2735,0.4012,0.0
100000003178549100,peripheral,0.62,14,0.2396,"Получил 250 тыс ₸ от 2 плательщиков, отдал 89 тыс ₸ 4 получ., пропуск 36%; пороги ролей не достигнуты",871,,,3,False,2,4,250000.0,89080.0,2,4,0.35632,False,1.0,0,1,1868.581545,0.007474,4,0.000352,0.000272,0.0,,1,0,0,0,False,0.062,0.0,0.3038,0.7969,0.0
100000005198906100,peripheral,0.628,4,0.2396,"Получил 228 тыс ₸ от 1 плательщика, отдал 60 тыс ₸ 1 получ., пропуск 26%; пороги ролей не достигнуты",872,,,3,False,1,1,227970.0,60000.0,1,1,0.263193,False,1.0,0,3,272.506685,0.001195,1,0.000293,1.9e-05,0.0,,1,0,0,0,False,0.0628,0.2211,0.2864,0.5238,0.0
100000002906470100,terminal,0.713,18,0.2395,"Получил 130 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",873,,,3,False,1,0,130000.0,0.0,1,0,0.0,False,0.0,0,1,964.362906,0.007418,1,0.000308,0.0,0.0,,1,0,0,0,False,0.4278,0.0,0.1803,0.2291,0.0
100000001222245100,peripheral,0.351,4,0.2393,4-е колено (обход оборван): 5 поступл. на 420 тыс ₸ от 1 плательщика; P(передаёт дальше)=0.78 — порогов ролей не достигает,874,,обрыв_4_колена,4,False,1,0,420000.0,0.0,5,0,0.0,True,0.781336,0,3,502.052057,0.001195,0,0.000549,0.0,0.0,,1,0,0,0,False,0.0351,0.2211,0.4017,0.4235,0.0
100000008070101100,terminal,0.7,2,0.2393,"Получил 100 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы)",875,,,3,False,1,0,100000.0,0.0,1,0,0.0,False,0.0,0,2,112.42618,0.001124,1,0.000293,0.0,0.0,,1,0,0,0,False,0.42,0.1395,0.1308,0.1237,0.0
100000000190228100,peripheral,0.809,6,0.2388,"Получил 5 тыс ₸ от 1 плательщика, отдал 29 тыс ₸ 1 получ., пропуск 571%; пороги ролей не достигнуты",876,,,2,False,1,1,5000.0,28560.0,1,1,5.712,False,1.0,0,3,2390.844394,0.083713,0,0.000582,2.2e-05,0.0,,1,0,0,0,False,0.0809,0.2211,0.0,0.8652,0.0
100000003843844100,peripheral,0.625,13,0.2388,"Получил 17 тыс ₸ от 1 плательщика, отдал 238 тыс ₸ 1 получ., пропуск 1427%; пороги ролей не достигнуты",877,,,3,False,1,1,16680.0,238000.0,1,1,14.268585,False,1.0,0,3,180.241901,0.000757,1,0.000292,1.9e-05,0.0,9.0,1,0,0,0,False,0.0625,0.2211,0.2945,0.5089,0.0
100000000297649100,peripheral,0.73,17,0.2385,"Получил 40 тыс ₸ от 1 плательщика, отдал 71 тыс ₸ 1 получ., пропуск 176%; пороги ролей не достигнуты",878,,возвратные_циклы,2,False,1,1,40000.0,70600.0,1,2,1.765,False,1.0,0,4,3402.645813,0.048196,1,0.000809,0.0,0.0,8.0,1,1,0,0,False,0.073,0.2789,0.0651,0.4649,0.25
